equipment_id,recipe_first,recipe_last,batch_id_last,start_time_last,end_time_first,failure_first,failure_last,sensor_0_sensor_value_avg_min_first,sensor_0_sensor_value_avg_max_first,sensor_0_sensor_value_avg_count_first,sensor_0_sensor_value_avg_avg_first,sensor_0_sensor_value_avg_stddev_first,sensor_1_sensor_value_avg_min_first,sensor_1_sensor_value_avg_max_first,sensor_1_sensor_value_avg_count_first,sensor_1_sensor_value_avg_avg_first,sensor_1_sensor_value_avg_stddev_first,sensor_2_sensor_value_avg_min_first,sensor_2_sensor_value_avg_max_first,sensor_2_sensor_value_avg_count_first,sensor_2_sensor_value_avg_avg_first,sensor_2_sensor_value_avg_stddev_first,sensor_3_sensor_value_avg_min_first,sensor_3_sensor_value_avg_max_first,sensor_3_sensor_value_avg_count_first,sensor_3_sensor_value_avg_avg_first,sensor_3_sensor_value_avg_stddev_first,sensor_4_sensor_value_avg_min_first,sensor_4_sensor_value_avg_max_first,sensor_4_sensor_value_avg_count_first,sensor_4_sensor_value_avg_avg_first,sensor_4_sensor_value_avg_stddev_first,sensor_5_sensor_value_avg_min_first,sensor_5_sensor_value_avg_max_first,sensor_5_sensor_value_avg_count_first,sensor_5_sensor_value_avg_avg_first,sensor_5_sensor_value_avg_stddev_first,sensor_6_sensor_value_avg_min_first,sensor_6_sensor_value_avg_max_first,sensor_6_sensor_value_avg_count_first,sensor_6_sensor_value_avg_avg_first,sensor_6_sensor_value_avg_stddev_first,sensor_7_sensor_value_avg_min_first,sensor_7_sensor_value_avg_max_first,sensor_7_sensor_value_avg_count_first,sensor_7_sensor_value_avg_avg_first,sensor_7_sensor_value_avg_stddev_first,sensor_8_sensor_value_avg_min_first,sensor_8_sensor_value_avg_max_first,sensor_8_sensor_value_avg_count_first,sensor_8_sensor_value_avg_avg_first,sensor_8_sensor_value_avg_stddev_first,count_first,rank
equipment_0,program_1,program_1,batch_283,2018-02-09T07:14:36.000Z,2018-02-09T07:14:09.000Z,1,0,,,0,,,0.0,0.20521550000000002,90,0.011154683034111112,0.03489612239673402,,,0,,,,,0,,,,,0,,,0.001754761,0.06904602,11,0.027580954727272722,0.02786269055936766,,,0,,,,,0,,,0.0,0.05743408,5,0.021557616,0.029624925415218852,102,12
equipment_0,program_1,program_1,batch_144,2018-02-09T20:47:12.000Z,2018-02-09T12:10:09.000Z,0,1,0.8430373999999999,0.9013396999999999,5,0.8747475999999998,0.024004508295838892,0.0,0.2075958,4197,0.012977052986324757,0.03514269061499148,,,0,,,29.83015,34.5547,5,32.025194,1.8786881199736147,,,0,,,0.0,0.07899475,427,0.026243830692084306,0.025894923779555587,24.26117,29.282259999999997,5,26.26981,2.0113955532167203,26.11423,31.2263,5,28.217449999999996,2.0558967397707484,0.0,0.1112518,484,0.02989685441115703,0.03636985838182859,4894,13
equipment_0,program_1,program_1,batch_254,2018-02-09T20:52:41.000Z,2018-02-09T20:51:00.000Z,1,0,,,0,,,0.0,0.2028809,35,0.014609637951428568,0.0387521692515673,0.0718689,0.0718689,1,0.0718689,,39.54323,39.54323,1,39.54323,,,,0,,,0.005096436,0.0519104,4,0.01693344125,0.023318313097201455,42.35957,58.49292,9,51.70593,5.331921313649516,,,0,,,0.0,18.20044,35,9.139355476571428,5.874725678924154,73,14
equipment_0,program_1,program_4,batch_253,2018-02-10T00:53:56.000Z,2018-02-10T00:02:58.000Z,0,0,0.39345399999999997,10.0,96,2.293574439583333,2.450429449327415,0.0,39.590070000000004,4674,6.540993555553691,7.233042970881889,0.0,55.22994,400,18.9041584835,15.984507527786436,29.275270000000003,78.86624,205,64.70706719512195,10.785931155615087,0.0,87.18508,322,49.597155817919266,23.363443136425225,0.0,100.0,2194,42.397427956208055,28.673827329648688,38.93166,81.76428,70,69.19293485714287,12.539799914797747,30.094240000000003,75.70119,72,63.156911944444445,11.833848847629287,0.0,66.60069,3159,36.10242538194032,16.73809092147594,6837,15
equipment_0,program_4,program_21,batch_28,2018-02-10T04:09:19.000Z,2018-02-10T03:16:15.000Z,0,0,0.3271652,10.0,64,2.2905794304687497,2.5261526560108685,0.0,35.3499,4876,4.5914092727510605,6.390334437906102,0.0,42.67928,309,20.338749786705502,15.35037589280405,51.74153,80.80057,134,68.98485589552237,6.129930777219354,0.0,66.55426,442,55.367481475113124,16.04234591307563,0.0,100.0,1690,33.10395327891965,26.686421575064436,60.46832,81.86336,46,72.90797347826087,6.582082867328453,37.521770000000004,79.57500999999999,91,63.4897223076923,10.127289843832529,0.0,67.97586,2392,33.90319109075877,18.603417168358096,6170,16
equipment_0,program_21,program_0,batch_114,2018-02-10T18:29:23.000Z,2018-02-10T11:03:36.000Z,0,0,0.4065765,10.0,45,1.4232730733333339,1.910164110373227,0.0,31.85854,10795,3.0576454423828476,5.863877278858512,0.0,64.03782,431,28.129226952761023,23.185378768113925,28.530520000000003,78.83304,192,63.010580000000004,11.517107473931555,0.0,82.38445,529,62.71766370132325,21.840978748883337,0.0,100.0,2654,42.318447548058536,32.31721552467623,26.3732,81.67163000000001,107,61.59326663551403,14.523318303138938,26.58519,76.99055,101,59.32150821782179,15.101379584745654,0.0,78.39465,3442,40.83605774702789,25.570964614024188,12872,17
equipment_0,program_0,program_12,batch_55,2018-02-11T00:16:13.000Z,2018-02-11T02:24:28.000Z,0,0,0.1921631,10.0,140,1.553311995,2.1320122826379113,0.0,30.64967,12750,1.2382542090014137,4.122828364717151,0.0,64.24342,472,23.251439535614406,19.349348978044695,27.5784,80.96611,280,61.590122767857146,14.163698771106331,0.0,87.2446,492,60.612115014227655,20.66812981433359,0.0,100.0,2919,34.780615594363574,32.2451589082646,30.5583,81.77109,102,54.283459509803926,17.491880902735247,27.35605,76.95981,153,55.549523986928094,17.448266519794284,0.0,76.922515,3496,36.15033853048426,24.615238793457994,15199,18
equipment_0,program_12,program_23,batch_31,2018-02-11T02:28:14.000Z,2018-02-11T02:27:51.000Z,0,0,0.2118408,10.0,35,0.8393523542857144,1.696161621257796,0.0,0.20883179999999998,1862,0.012990335100134266,0.03526214032086384,0.0,54.14683,144,21.42887619444444,17.259782339223257,42.07724,78.84309,55,68.61233381818181,6.812667469322481,0.0,78.62858,136,62.32117445588234,16.211286036552835,0.0,98.02461,721,24.931186256279886,31.377036461080024,52.17403,81.45607,7,73.83057428571429,11.597729522299979,48.16046,75.3062,39,68.72574025641028,5.218695359771692,0.0,65.80502,702,28.70967375894587,24.833455686398025,2768,19
equipment_0,program_23,program_4,batch_220,2018-02-11T18:38:24.000Z,2018-02-11T14:09:02.000Z,0,0,0.4042084,0.8212982,34,0.5358986117647058,0.09484201414827224,0.0,31.411209999999997,21536,10.243610992173036,6.547756716628148,0.0,64.95664000000001,298,11.464114819496645,13.157617642838945,17.59955,100.0,243,56.43878925925925,22.127854252400628,0.0,100.0,354,35.86520009898306,20.840630985239585,0.0,100.0,3867,17.144898945930898,27.832774385526402,28.60625,82.88806,104,58.0925075,15.47546060015259,23.83896,40.76497,35,27.25607171428571,3.1978821289469295,0.0,83.01416,5568,48.27705893116236,23.879101944471586,26195,20
equipment_0,program_4,program_14,batch_184,2018-02-12T00:18:10.000Z,2018-02-11T21:02:58.000Z,0,0,0.0,0.0,3,0.0,0.0,0.0,0.20710749999999997,2677,0.00984224934359731,0.029418744501820113,0.09086609,13.14221,15,5.757277839333333,4.750374760674585,34.822140000000005,84.44989,28,53.06700892857142,15.439852130665304,,,0,,,0.0,100.0,380,1.488138599128553,9.2845520257508,29.11688,29.133190000000003,3,29.122333333333334,0.00940218237077811,22.991120000000002,27.70679,8,25.30168125,2.1921408019587836,58.40469,75.33414,1243,72.55132012067578,4.398777892675889,3728,21
equipment_0,program_14,program_1,batch_90,2018-02-12T03:42:02.000Z,2018-02-12T02:45:36.000Z,0,0,0.6755751999999999,10.0,76,2.9377249815789477,2.1216276194138124,0.0,58.642849999999996,4146,8.546570404494217,7.606866284301011,0.0,42.26347,240,16.110742045291666,13.05509605338781,27.4257,81.58368,102,60.5120562745098,13.512619668532734,0.0,65.00034000000001,249,44.98492697188755,17.427353622797703,0.0,100.0,1715,37.87989695153143,30.84645138002347,39.158970000000004,81.48364000000001,58,61.87594,13.06611044285284,29.19397,77.66055,42,52.89162571428572,15.031428924565327,0.0,57.124069999999996,2770,39.15752923778088,16.279219573678148,5438,22
equipment_0,program_1,program_26,batch_199,2018-02-12T13:39:46.000Z,2018-02-12T10:31:26.000Z,0,0,0.2513031,10.0,183,2.227257901092896,2.178610943523296,0.0,32.22647,6043,4.351402837341383,6.464921741214596,0.0,55.535109999999996,389,17.8672116812108,15.865960723374387,28.380979999999997,80.91292,203,60.732713300492605,15.700690911333895,0.0,87.82649,286,49.68270777350525,23.89833962932063,0.0,100.0,2666,38.36289949838065,28.12881448910251,28.9637,81.85802,96,52.42153411458333,20.804939232444042,26.499209999999998,77.39865,111,47.565851171171175,18.591025648044127,0.0,84.60251,3270,43.063287152980436,28.12096835561105,8568,23
equipment_0,program_26,program_41,batch_307,2018-02-28T23:48:45.000Z,2018-02-12T19:25:09.000Z,0,0,0.6872879,0.7005325,5,0.6950069799999999,0.004956612877459776,0.0,0.2058716,3120,0.01765855662198718,0.04013778372569162,0.0,0.009819031,6,0.0016365051666666667,0.004008602619761675,27.4812,30.22389,5,28.74665,1.0805488964179275,,,0,,,0.0,0.08174133,459,0.02443856285348584,0.026933301584138925,23.69969,24.540020000000002,5,24.037124,0.33591605875575564,24.15857,24.55609,5,24.341313999999997,0.16773487451928507,0.0,0.1038513,572,0.029773952316433566,0.035862305259763895,4003,24
equipment_0,program_41,program_4,batch_140,2018-03-01T02:55:11.000Z,2018-03-01T04:08:08.000Z,0,0,1.504739,1.561627,4,1.5214475,0.02692452483641389,0.0,0.2168121,2851,0.016374462608467203,0.039920362172835656,0.0029296879999999997,0.01826477,4,0.0142307295,0.007536677179667509,25.10701,25.73311,4,25.46257,0.2637177570813163,,,0,,,0.0,0.08016968,320,0.0239353897255625,0.025566529449036184,25.811329999999998,26.54405,4,26.202392500000002,0.3157956814540065,26.40816,27.04692,4,26.77172,0.27049654255338174,0.0,0.2980957,559,0.06088135310375671,0.09001349146906477,3553,25
equipment_0,program_4,program_19,batch_325,2018-03-01T07:23:08.000Z,2018-03-01T05:17:43.000Z,0,0,1.558258,1.562807,3,1.5608973333333334,0.0023606482866648567,0.0,0.2168121,1828,0.014370986941446938,0.03707410338682328,0.001899719,0.01826477,3,0.010032653666666667,0.008182976311245337,25.73311,26.33278,3,26.025229999999997,0.300132622185593,,,0,,,0.0,0.08016968,203,0.02376665417413793,0.025397625156559404,26.54405,27.06618,3,26.799580000000002,0.2612409671165688,27.04692,27.662509999999997,3,27.339116666666666,0.30897845561354664,0.0,0.2980957,362,0.06569576728176796,0.09512641829363158,2257,26
equipment_0,program_19,program_12,batch_232,2018-03-01T11:10:56.000Z,2018-03-01T11:07:50.000Z,0,0,1.554805,1.6190950000000002,3,1.5774336666666666,0.03612454602252244,0.0,0.2180786,1903,0.019165099208071468,0.04267460244726096,0.005012512,0.03282166,3,0.01833343733333333,0.013941273809081485,26.9073,27.277690000000003,3,27.10748666666667,0.18700651922682815,,,0,,,0.0,0.07632446,329,0.02490296981033435,0.026035090784135573,27.741870000000002,28.09184,3,27.923280000000002,0.17533850717968397,28.236079999999998,28.50266,3,28.382419999999996,0.13519294212347213,0.0,0.2928772,491,0.0629238752892057,0.0938342777533612,2589,27
equipment_0,program_12,program_1,batch_298,2018-03-01T20:12:16.000Z,2018-03-01T15:44:48.000Z,0,0,1.639044,1.6541029999999999,5,1.6430688,0.00638044326046394,0.0,0.2223663,2922,0.015378932329825463,0.0378547038003907,0.0,0.05028534,5,0.022874452,0.018815872904307945,27.402759999999997,27.7563,5,27.556902,0.13722695697274728,,,0,,,0.0,0.08236694,357,0.023177074746974783,0.024799869363467696,28.209629999999997,28.56383,5,28.396546,0.1371768028130132,28.57562,28.854429999999997,5,28.699465999999994,0.10995593858450686,0.0,0.293457,613,0.06443032393920065,0.094701026382795,3689,28
equipment_0,program_1,program_25,batch_92,2018-03-01T22:38:19.000Z,2018-03-01T22:46:29.000Z,0,0,1.625612,1.6407669999999999,156,1.6365038846153848,0.0021729413422646496,0.0,0.224823,1654,0.01787483194983071,0.04263014887537459,0.0,0.09683989999999999,150,0.0169799802798,0.015217009830732866,28.248829999999998,28.43123,156,28.349443717948716,0.013233032774471973,,,0,,,0.0,0.07853699,390,0.01928208188048718,0.022961901000655323,29.01135,29.16382,156,29.086541217948717,0.013259103815526144,29.282559999999997,29.43805,155,29.36302916129032,0.013889427491630007,0.0,0.2910767,391,0.06377648964782609,0.09669230013989534,2267,29
equipment_0,program_25,program_0,batch_34,2018-03-02T02:50:03.000Z,2018-03-02T05:07:34.000Z,0,0,0.969934,1.63584,6,1.0830446666666667,0.2708163522927939,0.0,0.2250366,14886,0.0069817954845102885,0.022418748812063856,0.014534,0.014534,1,0.014534,,21.59093,28.57275,6,22.962490000000003,2.7545898039744503,,,0,,,0.0,0.08169556,505,0.023896774528237623,0.025701085103545677,21.99719,29.286990000000003,6,23.228910000000003,2.9678800818159763,23.26633,29.597209999999997,6,24.354786666666666,2.568584113216203,0.0,0.2928925,649,0.038853944512326655,0.05773646850757189,15278,30
equipment_0,program_0,program_26,batch_331,2018-03-02T19:16:42.000Z,2018-03-02T05:07:36.000Z,0,0,0.969934,0.9733276,2,0.9716308,0.0023996375726346654,0.0,0.2073669,6184,0.0061054957632293025,0.020146120791019784,,,0,,,21.59093,21.723110000000002,2,21.657020000000003,0.09346537433723909,,,0,,,0.0,0.08169556,181,0.023517798675469617,0.026142986443212887,22.02184,22.04318,2,22.032510000000002,0.015089658710519921,23.26633,23.37874,3,23.320720000000005,0.05629284768067821,0.0,0.10087589999999999,199,0.03064363560301508,0.03477909164667721,6241,31
equipment_0,program_26,program_8,batch_251,2018-03-02T23:03:23.000Z,2018-03-02T23:00:08.000Z,0,0,0.9561033999999999,0.9752165999999999,4,0.961872025,0.00906503663768099,0.0,0.2051849,8547,0.005992664043490111,0.020657300444356277,,,0,,,20.99484,21.05846,4,21.0209075,0.029999041512467142,,,0,,,0.0,0.07765198,265,0.023274230812452834,0.026322354629238105,22.08791,22.125429999999998,3,22.10629666666667,0.018771140970470584,23.44531,23.6125,4,23.539625,0.07506008282258562,0.0,0.1028442,369,0.029727615108401086,0.034776157558899484,8724,32
equipment_0,program_8,program_12,batch_52,2018-03-03T07:36:34.000Z,2018-03-03T01:21:16.000Z,0,1,0.28141479999999996,9.205799,73,1.651177390410959,1.6601915549532316,0.0,8.480804,6043,0.7429852226840569,1.6557797719323348,0.0,55.25649,249,18.362822273293176,16.26913993363622,20.90115,79.0477,138,69.98453630434784,6.651426281496957,0.0,87.94552,178,49.073423209073034,24.70999288989296,0.0,100.0,930,38.78839951799908,26.607141569907974,22.07143,81.86752,31,74.93962258064515,10.82003743565889,23.30754,74.80484,43,67.51230255813952,7.972280200125604,0.0,65.82121,1720,34.018491592048136,18.533360746518603,6431,33
equipment_0,program_12,program_35,batch_238,2018-03-03T09:28:30.000Z,2018-03-03T09:29:19.000Z,1,0,0.9496413,0.9730285,2,0.9613349,0.016537247712965983,0.0,0.2055511,4100,0.005701254815379268,0.019512806310285034,0.0,0.01512909,2,0.007564545,0.010697882132181584,29.685840000000002,31.42503,2,30.555435000000003,1.2297930427718295,,,0,,,0.0,0.07775879,162,0.024821245755308648,0.026377402681903122,24.19635,24.98781,2,24.59208,0.5596467330379054,24.43883,24.94003,2,24.68943,0.35440191873069815,0.0,0.10151669999999999,192,0.02944672096354167,0.0340707031559728,4210,34
equipment_0,program_35,program_12,batch_269,2018-03-03T12:24:59.000Z,2018-03-03T12:27:59.000Z,0,1,0.2957824,10.0,116,1.9163313715517238,2.0827120123067577,0.0,38.55487,7694,4.205174951883403,6.5800092880320395,0.0,47.06685,470,20.448862648297872,14.984393792267069,28.40553,80.53447,186,64.2392891935484,13.332491584193852,0.0,68.11479,677,54.91722800384047,15.507321178130061,0.0,100.0,2205,47.89054009256757,23.528377779167265,24.15715,81.53076,97,63.02433134020618,15.033300136486348,23.958070000000003,81.20851,124,62.40557717741935,12.77568288555321,0.0,68.53772,3953,36.3405853830129,20.00888763542701,8836,35
equipment_0,program_12,program_12,batch_150,2018-03-03T14:28:50.000Z,2018-03-03T14:28:30.000Z,1,0,0.205841,10.0,46,4.373202589130434,3.10970677014403,0.0,32.372420000000005,5847,5.493284353635828,6.109877419044511,0.0,55.3133,239,15.207293527740584,13.114796631157411,27.14827,78.10022,121,61.959270826446286,12.882258052063737,0.0,84.9104,173,43.56481236416185,21.649539751903223,0.0,100.0,1154,50.40706746394951,26.647312530593275,38.75557,81.68613,43,65.89780790697674,13.847620837214423,35.28539,72.76514,36,53.933442500000005,11.742480440455836,0.0,63.963390000000004,2421,39.47128465441346,13.519430757666258,6380,36
equipment_0,program_12,program_19,batch_168,2018-03-03T16:49:16.000Z,2018-03-03T16:48:32.000Z,0,0,0.4307358,10.0,68,2.452373122058823,2.4934871000186334,0.0,32.3051,6063,4.622575168481985,6.612241917888809,0.0,55.74435,425,16.529620851348234,14.307934235750327,28.999859999999998,79.36686999999999,252,66.26394109126984,9.867669954121844,0.0,86.16677,281,45.697841461886114,23.240917193328343,0.0,100.0,1686,48.29963967616081,24.94740521350212,39.73129,81.6389,61,69.41891950819671,12.169936187643088,37.97746,74.7551,58,64.77549775862067,9.685361519229707,0.0,67.30249,3326,36.51684493306104,15.977477456984305,7046,37
equipment_0,program_19,program_23,batch_255,2018-03-03T19:51:52.000Z,2018-03-03T19:35:50.000Z,0,0,0.3280853,10.0,154,2.507981102272727,2.5315583196103515,0.0,31.919970000000003,7792,4.02606898716613,6.461208907115014,0.0,81.53103,525,34.88270198601904,28.152424818708123,26.97699,80.39024,198,65.45138686868687,11.785103809506172,0.0,89.86312,648,69.65718701208336,22.547536754569297,0.0,100.0,2174,55.008674378661595,23.50319535076625,40.96516,81.77893,74,70.11764378378379,9.86285823633857,36.0377,80.04202,139,62.812103453237405,11.709256992284434,0.0,68.92331999999999,3613,39.236158444782724,19.587153326481886,8574,38
equipment_0,program_23,program_4,batch_6,2018-03-04T00:57:09.000Z,2018-03-04T00:28:11.000Z,0,0,0.3096435,10.0,174,2.2650644997126435,2.310512154617068,0.0,32.17754,11439,2.7445381168398737,5.657711022640234,0.0,67.55395,575,28.418529778191303,22.321232519721825,26.846759999999996,79.86179,267,66.27205941947565,11.44866019825069,0.0,81.27356,755,62.79275206916555,20.348459621613202,0.0,100.0,2785,38.460889985168166,27.80051064988981,40.36533,81.91513,81,68.85731530864199,12.348576377921777,36.98083,80.02965,177,64.93523983050848,10.511237783967077,0.0,74.42155,4514,35.47155813019163,21.78358239584184,13016,39
equipment_0,program_4,program_30,batch_117,2018-03-04T14:48:55.000Z,2018-03-04T03:29:17.000Z,0,0,0.1763885,10.0,61,2.2968331262295085,2.6475239432720032,0.0,4.5625919999999995,4927,0.6809169822802401,1.5731631790973062,0.0,54.82954,261,23.141469843371645,17.229038506768582,44.6219,81.21753000000001,115,70.63255121739131,5.438587892804197,0.0,78.91953000000001,282,61.21018182939717,17.36149773369276,0.0,100.0,1200,36.593777968511176,32.210646447024125,61.685930000000006,81.90909,19,76.23779315789474,6.610245859036684,57.65376,77.68393,99,70.16517484848485,3.9967218390612715,0.0,75.12746,1785,35.23255345604482,20.910729902030813,5932,40
